ticker,cusip,rank,manager,entities,shares,value_usd,value_$m,pct_of_13f_value,prev_shares,delta_shares,delta_%,status
CEG,21037T109,17,Northern Trust,1,3097206,864894777,865,1.15,3053615,43591,1.4,increased
CEG,21037T109,18,Goldman Sachs,1,3040479,849053958,849,1.13,1845498,1194981,64.8,increased
CEG,21037T109,19,VICTORY CAPITAL,1,2333632,651669115,652,0.86,2170936,162696,7.5,increased
CEG,21037T109,20,Franklin,1,2303464,643242223,643,0.85,2211862,91602,4.1,increased
CEG,21037T109,21,Charles Schwab,1,2285190,638139308,638,0.85,2226814,58376,2.6,increased
CEG,21037T109,22,Legal & General,1,1842758,514590184,515,0.68,1790116,52642,2.9,increased
CEG,21037T109,23,Deutsche Bank,3,1543464,414921302,415,0.55,857480,685984,80.0,increased
CEG,21037T109,24,HSBC HOLDINGS,1,1297967,412243162,412,0.55,0,1297967,,NEW
CEG,21037T109,25,ALKEON CAPITAL,1,1374739,383895866,384,0.51,1371219,3520,0.3,increased
BE,093712107,1,Vanguard,7,26743605,3623491041,3623,11.52,20867687,5875918,28.2,increased
BE,093712107,2,BlackRock,1,25060806,3395488563,3395,10.8,24157256,903550,3.7,increased
BE,093712107,3,Ameriprise,1,22889027,3101235645,3101,9.86,28646003,-5756976,-20.1,decreased
BE,093712107,4,Situational Awareness,2,12970816,1757415860,1757,5.59,10076022,2894794,28.7,increased
BE,093712107,5,Goldman Sachs,1,9120513,1235738307,1236,3.93,2026245,7094268,350.1,increased
BE,093712107,6,Morgan Stanley,1,7644234,1035717568,1036,3.29,9352198,-1707964,-18.3,decreased
BE,093712107,7,State Street,1,6473617,877110367,877,2.79,6034838,438779,7.3,increased
BE,093712107,8,Geode,1,5947076,810646126,811,2.58,5277461,669615,12.7,increased
BE,093712107,9,Jane Street,1,4922291,666921208,667,2.12,4828230,94061,1.9,increased
BE,093712107,10,Value Aligned,1,4584731,621185203,621,1.98,3476548,1108183,31.9,increased
BE,093712107,11,Graticule Asia,1,4543205,615558845,616,1.96,4759305,-216100,-4.5,decreased
BE,093712107,12,D.E. Shaw,1,4209457,570339329,570,1.81,8798303,-4588846,-52.2,decreased
BE,093712107,13,Two Sigma,2,3549677,480945737,481,1.53,3250611,299066,9.2,increased
BE,093712107,14,Franklin,1,2756004,373411043,373,1.19,1880091,875913,46.6,increased
BE,093712107,15,Fidelity (FMR),1,2751237,372765092,373,1.19,2124629,626608,29.5,increased
BE,093712107,16,JENNISON ASSOCIATES,1,2687029,364065609,364,1.16,13319,2673710,20074.4,increased
BE,093712107,17,UBS,2,2651085,359195509,359,1.14,3405139,-754054,-22.1,decreased
BE,093712107,18,FULLER &,1,2299320,311534835,312,0.99,2742201,-442881,-16.2,decreased
BE,093712107,19,Northern Trust,1,2229887,302127391,302,0.96,2042409,187478,9.2,increased
BE,093712107,20,Bank of America,1,2211880,299687627,300,0.95,2085231,126649,6.1,increased
BE,093712107,21,BNP PARIBAS,3,2180381,295411044,295,0.94,2725614,-545233,-20.0,decreased
BE,093712107,22,WELLINGTON MANAGEMENT,1,2073606,280952877,281,0.89,2362228,-288622,-12.2,decreased
BE,093712107,23,Charles Schwab,1,2065526,279858118,280,0.89,1844561,220965,12.0,increased
BE,093712107,24,Capital Group,1,1838834,249143619,249,0.79,1752338,86496,4.9,increased
BE,093712107,25,SANDS CAPITAL,1,1779038,241041859,241,0.77,0,1779038,,NEW
AAOI,03823U102,1,BlackRock,1,7192329,608399109,608,14.72,5306432,1885897,35.5,increased
AAOI,03823U102,2,Vanguard,8,5404622,457176975,457,11.06,4982660,421962,8.5,increased
AAOI,03823U102,3,OBERWEIS ASSET,1,2349969,198783878,199,4.81,2039641,310328,15.2,increased
AAOI,03823U102,4,Jane Street,1,2279318,192807509,193,4.66,1682894,596424,35.4,increased
AAOI,03823U102,5,D.E. Shaw,1,2117157,179090311,179,4.33,1366856,750301,54.9,increased
AAOI,03823U102,6,Invesco,1,2014405,170398519,170,4.12,3512309,-1497904,-42.6,decreased
AAOI,03823U102,7,State Street,1,1644293,139090745,139,3.36,1606236,38057,2.4,increased
AAOI,03823U102,8,Geode,1,1621305,137173633,137,3.32,1512902,108403,7.2,increased
AAOI,03823U102,9,Hood River,1,1275519,107896152,108,2.61,1275621,-102,-0.0,decreased
AAOI,03823U102,10,Value Aligned,1,1267938,107254875,107,2.59,0,1267938,,NEW
AAOI,03823U102,11,Goldman Sachs,1,1084764,91760188,92,2.22,967305,117459,12.1,increased
AAOI,03823U102,12,UBS,2,1076220,91037449,91,2.2,1044550,31670,3.0,increased
AAOI,03823U102,13,RAYMOND JAMES,1,733696,62187836,62,1.5,379221,354475,93.5,increased
AAOI,03823U102,14,Morgan Stanley,1,727566,61544867,62,1.49,1699855,-972289,-57.2,decreased
AAOI,03823U102,15,Driehaus Capital,1,632337,53489387,53,1.29,507473,124864,24.6,increased
AAOI,03823U102,16,Northern Trust,1,583494,49357757,49,1.19,526928,56566,10.7,increased
AAOI,03823U102,17,Renaissance,1,565279,47816951,48,1.16,0,565279,,NEW
AAOI,03823U102,18,Charles Schwab,1,532228,45021167,45,1.09,528343,3885,0.7,increased
AAOI,03823U102,19,NEUBERGER BERMAN,1,517341,44039327,44,1.07,0,517341,,NEW
AAOI,03823U102,20,Squarepoint Ops,1,495798,41939553,42,1.01,193153,302645,156.7,increased
AAOI,03823U102,21,Balyasny Asset,1,468870,39661713,40,0.96,166364,302506,181.8,increased
AAOI,03823U102,22,GILDER GAGNON,1,455375,38520171,39,0.93,475015,-19640,-4.1,decreased
AAOI,03823U102,23,TUDOR INVESTMENT,1,442781,37454845,37,0.91,95133,347648,365.4,increased
AAOI,03823U102,24,"EMERALD ADVISERS,",1,433882,36702078,37,0.89,670577,-236695,-35.3,decreased
AAOI,03823U102,25,Citadel,1,421003,35612644,36,0.86,551297,-130294,-23.6,decreased
IREN,Q4982L109,1,Situational Awareness,2,23397670,802072128,802,14.46,8700621,14697049,168.9,increased
IREN,Q4982L109,2,"Defiance ETFs,",1,12671028,434362840,434,7.83,0,12671028,,NEW
IREN,Q4982L109,3,Citigroup,1,10903551,373773729,374,6.74,9878625,1024926,10.4,increased
IREN,Q4982L109,4,BIT Capital,1,6527102,223749057,224,4.03,6941992,-414890,-6.0,decreased
IREN,Q4982L109,5,D.E. Shaw,1,6433607,220544048,221,3.98,11684671,-5251064,-44.9,decreased
IREN,Q4982L109,6,Goldman Sachs,1,5570213,190946902,191,3.44,7362595,-1792382,-24.3,decreased
IREN,Q4982L109,7,UBS,2,4775161,163692518,164,2.95,3170287,1604874,50.6,increased
IREN,Q4982L109,8,Value Aligned,1,4767607,163433568,163,2.95,3515247,1252360,35.6,increased
IREN,Q4982L109,9,BlackRock,1,4457120,152790069,153,2.75,632268,3824852,604.9,increased
IREN,Q4982L109,10,Marex Group,1,3949804,134659041,135,2.43,4471263,-521459,-11.7,decreased
IREN,Q4982L109,11,Morgan Stanley,1,3745218,128386115,128,2.31,7351083,-3605865,-49.1,decreased
IREN,Q4982L109,12,"CANTOR FITZGERALD,",1,2937510,100697843,101,1.82,3469904,-532394,-15.3,decreased
IREN,Q4982L109,13,Two Sigma,1,2864882,98208155,98,1.77,262556,2602326,991.2,increased
IREN,Q4982L109,14,Jane Street,1,2854963,97868131,98,1.76,5593971,-2739008,-49.0,decreased
IREN,Q4982L109,15,State Street,1,2618671,89768042,90,1.62,590316,2028355,343.6,increased
IREN,Q4982L109,16,Bank of America,1,2138619,73311860,73,1.32,1350072,788547,58.4,increased
IREN,Q4982L109,17,Clear Street,1,2064152,70759131,71,1.28,3629194,-1565042,-43.1,decreased
IREN,Q4982L109,18,Capital Group,1,1973503,67651683,68,1.22,1025430,948073,92.5,increased
IREN,Q4982L109,19,DISCOVERY CAPITAL,1,1834285,62879290,63,1.13,2583458,-749173,-29.0,decreased
IREN,Q4982L109,20,Citadel,1,1765514,60521820,61,1.09,840032,925482,110.2,increased
IREN,Q4982L109,21,Tidal Investments,1,1729678,59293361,59,1.07,1667419,62259,3.7,increased
IREN,Q4982L109,22,Invesco,1,1713231,58729559,59,1.06,2049095,-335864,-16.4,decreased
IREN,Q4982L109,23,NATIONAL BANK,1,1680000,57590400,58,1.04,0,1680000,,NEW
IREN,Q4982L109,24,VOLORIDGE INVESTMENT,1,1574652,53979071,54,0.97,2283757,-709105,-31.0,decreased
IREN,Q4982L109,25,Millennium,2,1512463,51847232,52,0.93,1021721,490742,48.0,increased
CRWV,21873S108,1,Magnetar Financial,1,68566394,4742379133,4742,19.95,68191394,375000,0.5,increased
CRWV,21873S108,2,NVIDIA CORP,1,47213353,3657618457,3658,15.39,24277573,22935780,94.5,increased
CRWV,21873S108,3,Vanguard,7,27359751,2119559910,2120,8.92,27939363,-579612,-2.1,decreased
CRWV,21873S108,4,Goldman Sachs,1,17877647,1384981314,1385,5.83,9081956,8795691,96.8,increased
CRWV,21873S108,5,Situational Awareness,2,14355838,1112146770,1112,4.68,6098812,8257026,135.4,increased
CRWV,21873S108,6,BlackRock,1,9378232,726531605,727,3.06,7233480,2144752,29.7,increased
CRWV,21873S108,7,Jane Street,1,8856691,686127852,686,2.89,6171288,2685403,43.5,increased
CRWV,21873S108,8,Value Aligned,1,8280763,641510710,642,2.7,6028220,2252543,37.4,increased
CRWV,21873S108,9,Alyeska Investment,1,6993526,541788459,542,2.28,4000000,2993526,74.8,increased
CRWV,21873S108,10,PEAK6 LLC,1,6813901,527872910,528,2.22,5792058,1021843,17.6,increased
CRWV,21873S108,11,Bank of America,1,5652129,437870434,438,1.84,4998731,653398,13.1,increased
CRWV,21873S108,12,Altimeter Capital,1,4499075,348543341,349,1.47,3213230,1285845,40.0,increased
CRWV,21873S108,13,UBS,2,4457909,345354211,345,1.45,3608090,849819,23.6,increased
CRWV,21873S108,14,Clear Street,1,3710242,287432448,287,1.21,4653815,-943573,-20.3,decreased
CRWV,21873S108,15,Amundi,1,3284121,254420855,254,1.07,896784,2387337,266.2,increased
CRWV,21873S108,16,Fidelity (FMR),1,3244339,251338934,251,1.06,7922651,-4678312,-59.0,decreased
CRWV,21873S108,17,Geode,1,3077907,237514876,238,1.0,2823302,254605,9.0,increased
CRWV,21873S108,18,State Street,1,2944973,228147058,228,0.96,2114757,830216,39.3,increased
CRWV,21873S108,19,Lavaca Capital,1,2923566,226488658,226,0.95,2500000,423566,16.9,increased
CRWV,21873S108,20,Citigroup,1,2908648,225332960,225,0.95,3026892,-118244,-3.9,decreased
CRWV,21873S108,21,Morgan Stanley,1,2843204,220263099,220,0.93,3067032,-223828,-7.3,decreased
CRWV,21873S108,22,BLUEFIN CAPITAL,1,2044886,197588015,198,0.83,0,2044886,,NEW
CRWV,21873S108,23,ARK Investment,1,2538125,196628508,197,0.83,1924256,613869,31.9,increased
CRWV,21873S108,24,Deutsche Bank,2,2089377,161864036,162,0.68,3812856,-1723479,-45.2,decreased
CRWV,21873S108,25,TORONTO DOMINION,1,1898780,147098487,147,0.62,1318206,580574,44.0,increased
NOK,654902204,1,Fidelity (FMR),1,222403233,1788121989,1788,21.53,165279651,57123582,34.6,increased
NOK,654902204,2,NVIDIA CORP,1,166389351,1337770382,1338,16.11,166389351,0,0.0,unchanged
NOK,654902204,3,Artisan Partners,1,91298033,734036185,734,8.84,99477170,-8179137,-8.2,decreased
NOK,654902204,4,PZENA INVESTMENT,1,63425518,509941161,510,6.14,91942507,-28516989,-31.0,decreased
NOK,654902204,5,"ARROWSTREET CAPITAL,",1,41855433,336517681,337,4.05,47321058,-5465625,-11.6,decreased
NOK,654902204,6,Slate Path,1,35838802,288143968,288,3.47,33686602,2152200,6.4,increased
NOK,654902204,7,ARGA Investment,1,20388202,163921144,164,1.97,7654181,12734021,166.4,increased
NOK,654902204,8,Turiya Advisors,1,18092100,145460484,145,1.75,0,18092100,,NEW
NOK,654902204,9,Morgan Stanley,1,16009910,128719690,129,1.55,11608634,4401276,37.9,increased
NOK,654902204,10,Point72,1,15480468,124462963,124,1.5,26104442,-10623974,-40.7,decreased
NOK,654902204,11,Goldman Sachs,1,13751039,110558356,111,1.33,7918902,5832137,73.6,increased
NOK,654902204,12,FOLKETRYGDFONDET,1,13476498,108351044,108,1.3,14652619,-1176121,-8.0,decreased
NOK,654902204,13,Jane Street,1,13384177,107608783,108,1.3,1312431,12071746,919.8,increased
NOK,654902204,14,Renaissance,1,13294780,106890031,107,1.29,5748780,7546000,131.3,increased
NOK,654902204,15,Citadel,1,12597252,101281906,101,1.22,15937658,-3340406,-21.0,decreased
NOK,654902204,16,UBS,2,11849226,95267777,95,1.15,16340657,-4491431,-27.5,decreased
NOK,654902204,17,OAKTREE CAPITAL,1,11200308,90050476,90,1.08,18752229,-7551921,-40.3,decreased
NOK,654902204,18,Analog Century,1,10494766,84377919,84,1.02,16111905,-5617139,-34.9,decreased
NOK,654902204,19,BlackRock,1,10427737,83839009,84,1.01,8340324,2087413,25.0,increased
NOK,654902204,20,Millennium,1,9994896,80358964,80,0.97,13448179,-3453283,-25.7,decreased
NOK,654902204,21,"MARSHALL WACE,",1,9974079,80191595,80,0.97,6623145,3350934,50.6,increased
NOK,654902204,22,Ameriprise,1,9168307,73713185,74,0.89,10342285,-1173978,-11.4,decreased
NOK,654902204,23,WT Asset,1,8615862,69271530,69,0.83,0,8615862,,NEW
NOK,654902204,24,"Defiance ETFs,",1,8486730,68233309,68,0.82,8878761,-392031,-4.4,decreased
NOK,654902204,25,Susquehanna,1,7834524,62989573,63,0.76,4709973,3124551,66.3,increased
LITE,55024U109,1,Vanguard,8,8972806,6305729145,6306,12.54,7396154,1576652,21.3,increased
LITE,55024U109,2,BlackRock,1,7836978,5507514047,5508,10.95,8344266,-507288,-6.1,decreased
LITE,55024U109,3,Fidelity (FMR),1,7185040,5049358398,5049,10.04,9330198,-2145158,-23.0,decreased
LITE,55024U109,4,State Street,1,3038550,2135371398,2135,4.25,2128565,909985,42.8,increased
LITE,55024U109,5,Geode,1,2127442,1493246242,1493,2.97,1412213,715229,50.6,increased
LITE,55024U109,6,Capital Group,2,1845245,1296764377,1297,2.58,4632784,-2787539,-60.2,decreased
LITE,55024U109,7,UBS,2,1812292,1273606327,1274,2.53,1878612,-66320,-3.5,decreased
LITE,55024U109,8,WT Asset,1,1380144,969909997,970,1.93,498418,881726,176.9,increased
LITE,55024U109,9,Invesco,1,1176393,826722072,827,1.64,2300334,-1123941,-48.9,decreased
LITE,55024U109,10,Value Aligned,1,1057260,743000038,743,1.48,1172201,-114941,-9.8,decreased
LITE,55024U109,11,Morgan Stanley,2,1028028,722458482,722,1.44,1051759,-23731,-2.3,decreased
LITE,55024U109,12,Charles Schwab,1,974034,684512134,685,1.36,830722,143312,17.3,increased
LITE,55024U109,13,Deutsche Bank,2,971977,683066557,683,1.36,48267,923710,1913.8,increased
LITE,55024U109,14,Jane Street,1,956353,672086633,672,1.34,854842,101511,11.9,increased
LITE,55024U109,15,Goldman Sachs,1,890778,626002940,626,1.24,436348,454430,104.1,increased
LITE,55024U109,16,Marex Group,1,905868,604928430,605,1.2,0,905868,,NEW
LITE,55024U109,17,Polar Capital,1,719486,505625981,506,1.01,1029297,-309811,-30.1,decreased
LITE,55024U109,18,Assenagon Asset,1,644262,452761563,453,0.9,994478,-350216,-35.2,decreased
LITE,55024U109,19,BNP PARIBAS,3,631115,443522377,444,0.88,666279,-35164,-5.3,decreased
LITE,55024U109,20,SCHRODER INVESTMENT,1,606056,425911914,426,0.85,173532,432524,249.2,increased
LITE,55024U109,21,FULLER &,1,587679,412997395,413,0.82,971609,-383930,-39.5,decreased
LITE,55024U109,22,HSBC HOLDINGS,1,676808,406896103,407,0.81,0,676808,,NEW
LITE,55024U109,23,Northern Trust,1,577899,406124302,406,0.81,566398,11501,2.0,increased
LITE,55024U109,24,Bank of America,1,572553,402367347,402,0.8,584898,-12345,-2.1,decreased
LITE,55024U109,25,JANUS HENDERSON,1,567182,398590172,399,0.79,215506,351676,163.2,increased
