ticker,fiscal_year,fiscal_period,revenue,cost_of_revenue,gross_profit,research_development_expense,sga_expense,sales_marketing_expense,general_administrative_expense,total_operating_expenses,stock_based_compensation,operating_income,interest_expense,interest_investment_income,other_nonoperating_income_expense,pretax_income,income_tax_expense,net_income,net_income_available_common,eps_basic,eps_diluted,dividends_per_share,weighted_avg_shares_basic,weighted_avg_shares_diluted,shares_outstanding,remaining_performance_obligation,cash_and_cash_equivalents,short_term_investments,long_term_investments,accounts_receivable_net,inventory_net,total_current_assets,property_plant_equipment_net,goodwill,intangible_assets_net,total_assets,accounts_payable,total_current_liabilities,short_term_debt,commercial_paper,long_term_debt,deferred_revenue_current,deferred_revenue_noncurrent,total_liabilities,total_stockholders_equity,net_cash_from_operating_activities,capital_expenditures,net_cash_from_investing_activities,net_cash_from_financing_activities,share_repurchases,depreciation_and_amortization,dividends_paid,acquisitions_net_of_cash,debt_issued,debt_repaid,gross_profit_derived,gross_margin,operating_margin,net_margin,effective_tax_rate,rd_intensity,sbc_pct_revenue,capex_intensity,free_cash_flow,fcf_margin,net_working_capital,total_debt,net_debt,tangible_book_value,book_value_per_share,inventory_days,days_sales_outstanding,roe,roa,roic,revenue_yoy_growth,eps_yoy_growth,diluted_share_count_change,deferred_revenue_total,segment_revenue_mix_pct
CRWV,2024,FY,1915000000,493000000,,56000000,,18000000,119000000,1591000000,31000000,324000000,349000000,,49000000,-744000000,119000000,-863000000,-937000000,-4.3,-4.3,0,218000000,218000000,,,1361000000,0,,417000000,,1916000000,11915000000,20000000,5000000,17833000000,868000000,4963000000,2468000000,,5458000000,769000000,3295000000,16525000000,-414000000,2749000000,8702000000,-8658000000,7464000000,,863000000,,0,7018000000,589000000,1422000000,0.7425587467362924,0.1691906005221932,-0.4506527415143603,-0.15994623655913978,0.029242819843342035,0.01618798955613577,4.544125326370757,-5953000000,-3.108616187989556,-3047000000,7926000000,6565000000,-439000000,,,79.48041775456919,2.0845410628019323,-0.04839342791454046,0.061099427840214805,7.362445414847161,0.39158576051779936,0.13541666666666674,4064000000,
CRWV,2025,FY,5131000000,1453000000,,352000000,,144000000,651000000,5177000000,630000000,-46000000,1148000000,,33000000,-1215000000,-48000000,-1167000000,-1196000000,-2.75,-2.81,0,435000000,436000000,,60700000000,3127000000,34000000,,3169000000,,7488000000,30557000000,1101000000,235000000,49302000000,1623000000,16440000000,6708000000,,14665000000,1709000000,6476000000,45967000000,3335000000,3058000000,10309000000,-10271000000,9308000000,,2454000000,,108000000,11829000000,3399000000,3678000000,0.7168193334632625,-0.00896511401286299,-0.22744104463067627,0.03950617283950617,0.0686026115766907,0.12278308321964529,2.009160007795751,-7251000000,-1.4131748197232508,-8952000000,21373000000,18212000000,1999000000,,,225.4307152601832,-0.34992503748125936,-0.023670439333089936,-0.0020472969764785097,1.6793733681462142,-0.3465116279069767,1.0,8185000000,
LITE,2023,FY,1767000000,,569000000,307800000,348800000,,,684700000,148400000,-115700000,35500000,40800000,48800000,,29200000,-131600000,-131600000,-1.93,-1.93,,68300000,68300000,,,859000000,1154600000,,,408600000,2777900000,489500000,695100000,459200000,4632100000,169400000,633800000,,,,,,3276300000,1355800000,179800000,128500000,-874000000,263000000,175600000,106600000,,861600000,0,,,0.322014714204867,-0.0654782116581777,-0.07447651386530843,,0.17419354838709677,0.08398415393322015,0.07272212790039616,51300000,0.02903225806451613,2144100000,,,201500000,,,,-0.09706446378521906,-0.028410440189115087,,,,,0,
LITE,2024,FY,1359200000,,251500000,302200000,310700000,,,685500000,128800000,-434000000,33800000,61300000,62100000,,140800000,-546500000,-546500000,-8.12,-8.12,,67300000,67300000,,,436700000,450300000,,,398400000,1590100000,,1055800000,617500000,3931900000,126300000,269300000,0,,2503200000,,,2974600000,957300000,24700000,133000000,-114300000,-332700000,0,110600000,,700900000,0,,,0.1850353148911124,-0.3193054738081224,-0.40207474985285463,,0.22233666862860507,0.09476162448499117,0.09785167745732784,-108300000,-0.07967922307239553,1320800000,2503200000,1616200000,-716000000,,,,-0.5708764232737908,-0.13899132734810143,,-0.23078664402942842,3.2072538860103625,-0.014641288433382083,0,
LITE,2025,FY,1645000000,,459900000,303900000,348200000,,,640000000,177200000,-180100000,22200000,,30200000,,-198000000,25900000,25900000,0.38,0.37,,69000000,69600000,,,520700000,356400000,,,470100000,1717300000,,1060900000,465100000,4218700000,225200000,392800000,10600000,,2562600000,,0,3084000000,1134700000,126300000,231000000,-84100000,41800000,0,104300000,,0,76500000,,,0.2795744680851064,-0.10948328267477203,0.01574468085106383,,0.18474164133738602,0.10772036474164133,0.14042553191489363,-104700000,-0.06364741641337386,1324500000,2573200000,1696100000,-391300000,,,,0.02282541640962369,0.00613933202171285,,0.21027074749852856,-1.045566502463054,0.034175334323922835,0,
PLTR,2023,FY,2225012000,431105000,1793907000,404624000,,744992000,524325000,1673941000,475903000,119966000,3470000,132572000,-11977000,237091000,19716000,209825000,209825000,0.1,0.09,,2147446000,2297927000,,1200000000,831047000,2843132000,,364784000,,4138618000,47758000,,25902000,4522425000,12122000,746018000,,,,246901000,28047000,961460000,3475561000,712183000,15114000,-2711180000,218839000,0,33354000,,0,,0,1793907000,0.8062459887856784,0.05391701258240405,0.09430286218681068,0.08315794357440814,0.18185250236852654,0.21388783521167526,0.006792772353587307,697069000,0.3132877485604572,3392600000,,,3449659000,,,59.84064805043748,0.060371548650707034,0.04639656821285041,,,,,274948000,
PLTR,2024,FY,2865507000,565990000,2299517000,507878000,,887755000,593481000,1989114000,691638000,310403000,,196792000,-18022000,489173000,21255000,462190000,462190000,0.21,0.19,,2250163000,2450818000,,1700000000,2098524000,3131463000,,575048000,,5934289000,39638000,,18058000,6340884000,103000,996018000,,,,259624000,39885000,1246477000,5003275000,1153865000,12634000,-340655000,463364000,64196000,31587000,,,,,2299517000,0.8024817248745161,0.10832393709036481,0.16129431894600152,0.04345088547405519,0.1772384433191055,0.24136671102181917,0.004408992893753182,1141231000,0.3982649492742471,4938271000,,,4985217000,,,73.24795228209179,0.09237749274225382,0.0728904676382662,,0.2878613688375613,1.1111111111111112,0.0665343154939213,299509000,
PLTR,2025,FY,4475446000,789177000,3686269000,557677000,,1056859000,657718000,2272254000,684033000,1414015000,,229181000,14172000,1657368000,22724000,1625033000,1625033000,0.69,0.63,,2369612000,2565197000,,4100000000,1423796000,5753247000,,1042065000,,8358174000,51960000,,,8900392000,8064000,1175581000,,,,408963000,46216000,1412381000,7387268000,2134473000,33882000,-2783551000,-26910000,74985000,26145000,,,,,3686269000,0.8236651721415028,0.3159495165398041,0.3630996776634105,0.013710895830014818,0.12460813961334803,0.15284130341422955,0.007570642121477949,2100591000,0.4693590314797676,7182593000,,,7387268000,,,84.98677561968125,0.21997753431985953,0.18257993580507464,,0.5618339093221548,2.3157894736842106,0.04666972414924331,455179000,
INTC,2023,FY,54228000000,32517000000,21711000000,16046000000,5634000000,,,21618000000,3229000000,93000000,878000000,1335000000,629000000,762000000,-913000000,1689000000,,0.4,0.4,0.74,4190000000,4212000000,,,,1194000000,,3402000000,11127000000,43269000000,,27591000000,4589000000,191572000000,8578000000,28053000000,2288000000,0,46978000000,,,,105590000000,11471000000,25750000000,-24041000000,8505000000,0,7847000000,3088000000,13000000,11391000000,423000000,21711000000,0.400365125027661,0.001714981190528878,0.031146271298959947,-1.1981627296587927,0.2958987976691008,0.05954488456148115,0.4748469425389098,-14279000000,-0.26331415504905215,15216000000,49266000000,,73410000000,,124.89943721745549,22.898318211993807,0.01599583293872526,0.008816528511473493,,,,,0,
INTC,2024,FY,53101000000,35756000000,17345000000,16546000000,5507000000,,,29023000000,3410000000,-11678000000,1034000000,1245000000,226000000,-11210000000,8023000000,-18756000000,,-4.38,-4.38,0.38,4280000000,4280000000,,,8249000000,848000000,,3478000000,12198000000,47324000000,,24693000000,3691000000,196485000000,12556000000,35666000000,3729000000,0,46282000000,,,,99270000000,8288000000,23944000000,-18256000000,11138000000,,9951000000,1599000000,82000000,2975000000,2288000000,17345000000,0.32664168283083184,-0.2199205288036007,-0.35321368712453627,-0.715700267618198,0.31159488521873413,0.06421724637954088,0.45091429539933336,-15656000000,-0.2948343722340446,11658000000,50011000000,40914000000,70886000000,,124.51812283253162,23.906706088397584,-0.18893925657298277,-0.09545766852431484,-0.14206667795426084,-0.020782621523935976,-11.95,0.01614434947768273,0,
INTC,2025,FY,52853000000,34478000000,18375000000,13774000000,4624000000,,,20589000000,2434000000,-2214000000,1091000000,1007000000,3257000000,1557000000,1531000000,-267000000,,-0.06,-0.06,,4530000000,4530000000,,,14265000000,484000000,,3839000000,11618000000,63688000000,,23912000000,2772000000,211429000000,9882000000,31575000000,2499000000,0,44086000000,,,,114281000000,9697000000,14646000000,-14821000000,11587000000,,10757000000,0,,0,3750000000,18375000000,0.34766238434904356,-0.04188976973870925,-0.005051747299112633,0.98330122029544,0.26060961534823,0.0460522581499631,0.2771082057782907,-4949000000,-0.0936370688513424,32113000000,46585000000,31836000000,87597000000,,122.99350310342828,26.511929313378616,-0.002336346374287939,-0.0012628352780365986,-0.00025218858170064244,-0.004670345191239336,-0.9863013698630138,0.05841121495327095,0,
